"","FLAG","Avg.min.between.sent.tnx","Avg.min.between.received.tnx","Time.Diff.between.first.and.last..Mins.","Sent.tnx","Received.Tnx","Number.of.Created.Contracts","Unique.Received.From.Addresses","Unique.Sent.To.Addresses","min.value.received","max.value.received","avg.val.received","min.val.sent","max.val.sent","avg.val.sent","max.val.sent.to.contract","total.Ether.sent","total.ether.received","Total.ERC20.tnxs","ERC20.total.Ether.received","ERC20.total.ether.sent","ERC20.total.Ether.sent.contract","ERC20.uniq.sent.addr","ERC20.uniq.rec.addr","ERC20.uniq.sent.addr.1","ERC20.uniq.rec.contract.addr","ERC20.min.val.rec","ERC20.max.val.rec","ERC20.avg.val.rec","ERC20.min.val.sent","ERC20.max.val.sent","ERC20.avg.val.sent","ERC20.uniq.sent.token.name","ERC20.uniq.rec.token.name"
"1093",0,296.32,4193.85,416310,117,91,0,12,62,0,250,14.307116,0,262.651681,11.127107,0,1301.871506,1301.947569,38,2032.994301,2032.994287,0,13,9,0,6,0,1060.049659,88.391057,0,1060.049659,135.532952,5,6
"1094",0,23.98,0,71.95,3,2,0,2,3,6.791993,94.208007,50.5,3,57.632586,33.666151,0,100.9984519,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1095",0,0,0,14.1,1,1,0,1,1,7.99,7.99,7.99,7.989496,7.989496,7.989496,0,7.989496,7.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1096",0,4228.91,12388.64,533009.57,3,42,0,2,3,0.00907,1.000315,0.165851,0.1,6.358,2.200368,0,6.60110496,6.965738706,9,701.0348171,0,0,0,6,0,9,0,573.223816,77.892757,0,0,0,0,9
"1097",0,24.93,1930.23,5915.37,5,3,0,2,5,0.136158,0.632923,0.317304,0.12,0.454813,0.189963,0,0.94981273,0.95191275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1098",0,20236.24,14490.48,1011082.6,7,60,0,8,2,3e-04,0.143,0.082297,0,3.685592,0.704949,0,4.93464475,4.937825872,2,0.12887611,0.12887611,0,1,1,0,1,0.128876,0.128876,0.128876,0.128876,0.128876,0.128876,1,1
"1099",0,3746.8,38009.72,550328.33,15,13,0,2,15,0.010874,23.229247,8.122233,0,22.040866,6.938764,0,104.0814631,105.5890319,10,30375.10457,156.6315798,0,1,8,0,9,0,16888,3375.011619,156.63158,156.63158,156.63158,1,9
"1100",0,0,64183.82,192551.47,0,3,1,2,0,0,1,0.666667,0,0,0,0,0,2,2,0.287046596,0,0,0,2,0,2,0.075326,0.21172,0.143523,0,0,0,0,2
"1101",0,1883.28,75058.23,315299.18,8,4,0,4,4,0.18,10.5,2.9975,0.19748,4,1.497132,0,11.97705998,11.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1102",0,16.01,0,64.03,4,1,0,1,3,101,101,101,3,76.753755,25.249475,0,100.9979,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1103",0,19.94,7463.48,329190.57,40,44,0,5,1,0.944287,505.52419,31.586474,0.929287,505.520833,34.816429,0,1392.657176,1389.804853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1104",0,0,709.78,418772.6,0,590,1,3,0,0,138.22,1.264267,0,0,0,0,0,745.917795,3,9.322819229,0,0,0,3,0,3,0,8.151238,3.107606,0,0,0,0,3
"1105",0,6.71,105100.03,315320.22,3,3,0,3,1,1,120.486,42.107897,0.998872,120.485013,42.104842,0,126.3145246,126.3236912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1106",0,0,1813.77,217652.07,0,120,1,4,0,0,1.278046,0.56735,0,0,0,0,0,68.08204449,3,3.183158985,0,0,0,3,0,3,0.74371,1.439449,1.061053,0,0,0,0,3
"1107",0,39.35,372.03,539238,1205,1322,0,2,1,0.08624,2.205,0.871648,0.497396,11.166113,0.955097,0,1150.892209,1152.319097,5,19617.01,0,0,0,5,0,5,0,19612,3923.402,0,0,0,0,5
"1108",0,2.73,39069.62,351651.15,9,9,0,4,1,8.75,150,91.397466,8.749151,149.999294,91.396636,0,822.5697205,822.5771978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1109",0,25.48,0.23,76.92,3,2,0,2,3,28.540031,72.459969,50.5,0.133339,51.624246,33.666163,0,100.998488,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1110",0,15.88,394.63,563075.85,1363,1372,0,3,1,0.011071,27,0.278498,0.002448,26.996643,0.277128,0,377.7253501,382.098638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1111",0,5.03,3659.56,43975.07,12,12,0,11,1,1,12,8.872488,0.998684,11.99938,8.871771,0,106.4612564,106.4698565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1112",0,163.78,0,327.57,2,1,0,1,2,101,101,101,1,99.999016,50.499508,0,100.9990158,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1113",0,163.56,0.6,328.32,2,2,0,2,2,39.600272,61.399728,50.5,0.032125,100.966891,50.499508,0,100.9990158,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1114",0,0,0.62,6173.43,1,9999,0,9999,1,0.023951,284.199398,6.008009,12000,12000,12000,0,12000,60074.08233,1,1.219551787,0,0,0,1,0,1,1.219552,1.219552,1.219552,0,0,0,0,1
"1115",0,0,2338.02,226788.12,0,97,1,3,0,0,0.820127,0.395104,0,0,0,0,0,38.3251364,1,0.534119597,0,0,0,1,0,1,0.53412,0.53412,0.53412,0,0,0,0,1
"1116",0,0,1636.02,229043.03,0,140,1,5,0,0,38,0.977635,0,0,0,0,0,136.868965,2,0.762278257,0,0,0,2,0,2,0.294355,0.467923,0.381139,0,0,0,0,2
"1117",0,22550.24,969.74,525443.65,23,7,0,2,10,0.189148,36.00575,9.155259,0,42.5,6.526957,0,150.12,64.08681238,42,696330.564,459433.9147,0,8,17,0,15,0,130468.8,21760.33012,0,329322.5873,45943.39147,4,15
"1118",0,0,0,264.83,1,1,0,1,1,0.2,0.2,0.2,0.19938,0.19938,0.19938,0,0.19938,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1119",0,0,1714.65,198899.82,0,116,1,3,0,0,0.467149,0.210917,0,0,0,0,0,24.46637643,2,0.631143418,0,0,0,2,0,2,0.229197,0.401946,0.315572,0,0,0,0,2
"1120",0,1.24,0.07,3.87,3,2,0,2,3,959.842976,1041.157024,1000.5,0.137851,1058.149462,666.999528,0,2000.998585,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1121",0,0,2455.55,198899.82,0,81,1,4,0,0,67.515615,12.247383,0,0,0,0,0,992.0380295,5,618.5990547,0,0,0,5,0,5,0.401236,600,123.719811,0,0,0,0,5
"1122",0,25150.52,11008.9,989189.97,3,83,0,5,1,3e-04,0.156296,0.095369,0.113967,6.949385,2.637948,0,7.913845247,7.915615247,4,31.75045177,0,0,0,4,0,4,0,29.228884,7.937613,0,0,0,0,4
"1123",0,107.23,0.54,322.78,3,2,0,2,3,19.585603,81.414397,50.5,0.246857,99.916418,33.666179,0,100.9985356,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1124",0,8.11,4248.69,140474.65,33,33,0,2,33,2,1315.55381,138.592388,1.999559,1315.553369,138.591893,0,4573.532465,4573.54881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1125",0,111.63,2714.36,643990.45,225,228,0,3,2,0.112963,1.448235,0.456251,0.112543,3.050399,0.461915,0,103.9308205,104.0253415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1126",0,0.88,3029.31,15150.92,5,5,0,2,2,0.2,0.66,0.401587,0.19916,0.65916,0.400747,0,2.00373271,2.00793271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1127",0,0,0,37.23,1,1,0,1,1,0.2997,0.2997,0.2997,0.299196,0.299196,0.299196,0,0.299196,0.2997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1128",0,6064.46,775.03,267538.82,16,220,0,5,3,0.001493,0.219151,0.101906,0.2,8,1.400945,0,22.41512525,22.41937807,4,229.3712431,0,0,0,4,0,4,0.110281,207.664765,57.342811,0,0,0,0,4
"1129",0,0,3263.35,283911.55,0,87,1,3,0,0,0.469651,0.225746,0,0,0,0,0,19.63990523,4,3.28758472,0,0,0,4,0,4,0,2.065038,0.821896,0,0,0,0,4
"1130",0,64.3,2518.5,587205.53,202,228,0,3,1,0.250537,4.992595,1.202771,0.49781,5.664587,1.356666,0,274.0466227,274.2317486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1131",0,2.86,1373.88,2753.47,2,2,0,1,2,0.04885,0.048867,0.048859,0.048378,0.048426,0.048402,0,0.096804519,0.097717155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1132",0,118.76,7937.77,836928.67,96,104,0,2,1,0.010493,12.538761,1.059137,0.802525,12.537561,1.145166,0,109.9359459,110.1502933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1133",0,1.86,0,9.28,5,2,0,2,4,942.951953,1058.048047,1000.5,0.001078,1101.620114,400.199528,0,2000.997642,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1134",0,34640.21,16607.53,135710.52,2,4,0,4,2,0.009531,7.676031,3.397129,6,7.588055,6.794027,0,13.58805455,13.58851655,1,0.12693388,0,0,0,1,0,1,0.126934,0.126934,0.126934,0,0,0,0,1
"1135",0,2.07,2567.15,20553.75,8,8,0,8,1,4,15,6.554445,3.99958,14.999443,6.553949,0,52.43159556,52.43555909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1136",0,36532.41,5620.65,340033.02,9,2,0,1,6,0.01,0.01,0.01,0,0.014587,0.001621,0,0.014587436,0.02,16,12566.21949,12566.21949,0,2,2,0,5,57.195469,3898.711524,1570.777437,57.195469,3898.711524,1570.777437,5,5
"1137",0,5755.09,12181.63,119801.93,6,7,0,3,2,4.985041,80,25.926132,4.984505,79.999559,30.246598,0,181.479587,181.4829207,1,600,0,0,0,1,0,1,600,600,600,0,0,0,0,1
"1138",0,12369.07,13881.74,342505.57,3,22,0,6,1,0.01,4.995,0.424472,1.133992,7.062099,3.11238,0,9.337140808,9.33838684,5,747.6398757,0,0,0,5,0,5,0,606.230378,149.527975,0,0,0,0,5
"1139",0,0,0,196.07,1,1,0,1,1,4,4,4,3.99958,3.99958,3.99958,0,3.99958,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1140",0,1.61,0.17,5.17,3,2,0,2,3,941.632067,1059.367933,1000.5,1.089483,1355.160729,666.999528,0,2000.998585,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1141",0,0,19257.51,770300.32,0,40,1,2,0,0.04901,0.201057,0.117161,0,0,0,0,0,4.686442109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1142",0,0,4279.52,8559.05,0,2,0,2,0,0.027,5,2.5135,0,0,0,0,0,5.027,10,626.6352925,0,0,0,7,0,10,0,522.037266,62.663529,0,0,0,0,10
"1143",0,3.52,19118.15,38243.33,2,2,0,2,2,3.832082,100,51.916041,3.83161,99.99958,51.915595,0,103.8311905,103.8320821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1144",0,5.15,3700.52,322394.1,87,87,0,1,2,0.100086,0.615617,0.114668,0.091932,0.614567,0.113535,0,9.87752,9.9761533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1145",0,22.09,0,66.27,3,1,0,1,3,101,101,101,0.01334,56.240494,33.666149,0,100.998446,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1146",0,2050.4,679.91,488939.05,199,119,0,25,73,0,400,12.970894,0,399.25,7.765469,0,1545.3284,1543.536405,192,1893358.179,1877428.504,0,76,44,0,47,0,929775,20579.9802,0,5e+05,18774.28504,29,47
"1147",0,0.98,0.68,4.28,3,2,0,2,3,423.42256,1577.57744,1000.5,5,1870.469089,666.999528,0,2000.998585,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1148",0,2.19,0,4.38,2,1,0,1,2,1423,1423,1423,268.535869,1154.463188,711.499528,0,1422.999057,1423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1149",0,65.63,3591.7,329159.2,90,90,0,3,1,0.773242,8.995,1.263355,0.772772,8.99152,1.262664,0,113.6397983,113.7019708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1150",0,4275.36,10813.3,40990.62,2,3,0,2,2,0.019141,0.924291,0.325321,0.05123,0.923851,0.48754,0,0.975081,0.97596371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1151",0,23.04,0,69.13,3,1,0,1,3,101,101,101,2,59.437845,33.666149,0,100.998446,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1152",0,3.57,66187.11,330949.83,4,5,0,4,1,0.011649,5.999538,2.763317,1.081541,5.998338,3.450405,0,13.80161865,13.8165835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1153",0,0,266.92,229013.67,0,858,1,6,0,0,24.229077,3.604257,0,0,0,0,0,3092.452215,4,47.28197462,0,0,0,4,0,4,1,39.290901,11.820494,0,0,0,0,4
"1154",0,8969.36,132219.55,723883.25,7,5,0,3,2,0.0688,8.08,3.299829,0.25,6.8169,2.3547,0,16.4829009,16.49914564,1,0.376637288,0,0,0,1,0,1,0.376637,0.376637,0.376637,0,0,0,0,1
"1155",0,13.36,354.88,659012.85,1700,1793,0,6,2,0.819283,539.162751,4.239846,0.818863,539.162331,4.471371,0,7601.330192,7602.044213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1156",0,163.06,0.5,327.12,2,2,0,2,2,5.026049,95.973951,50.5,0.044024,100.954992,50.499508,0,100.9990158,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1157",0,2758.09,5817.25,573595.73,54,73,0,8,6,0.01521,90.783122,2.70038,0,140.981442,3.649923,0,197.0958222,197.1277182,14,8427.68237,8035.68237,0,4,7,0,9,0,5873.682367,842.768237,0,5873.682367,2008.920592,4,9
"1158",0,1.77,0.41,6.12,3,2,0,2,3,434.001122,1566.998878,1000.5,0.125418,1902.141658,666.999528,0,2000.998585,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1159",0,162.57,0.21,325.57,2,2,0,2,2,34.503324,66.496676,50.5,0.68,100.319016,50.499508,0,100.9990158,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1160",0,15513.74,1016.27,173699.93,11,3,0,3,7,0.10878,59.995,36.70126,0,60,13.644309,0,150.0873958,110.1037801,10,0.034497512,4.48e-06,0,3,5,0,5,0,0.033493,0.0069,0,3e-06,1e-06,3,5
"1161",0,0,1671.72,198934.83,0,119,1,3,0,0,1.15322,0.507942,0,0,0,0,0,60.44515642,2,2.063690624,0,0,0,2,0,2,0.723321,1.340369,1.031845,0,0,0,0,2
"1162",0,193.23,673.53,976677.5,4664,112,0,15,33,0.000614,70,23.33074,0,78,1.345006,0,6273.107141,2613.042827,1103,427539.1682,425265.0823,0,16,20,0,19,0,92860.79579,756.706492,0,92860.79579,790.455543,11,17
"1163",0,32.51,0,65.02,2,1,0,1,2,101,101,101,19.966849,81.032101,50.499475,0,100.99895,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1164",0,9194.01,4617.62,584211.45,54,19,0,8,26,0.002991,7.001,1.519414,0,9.8,0.513259,0,27.716,28.86885821,83,32201.40193,5259.815326,0,12,42,0,41,0,10000,519.377451,0,1990,250.467396,9,41
"1165",0,687.23,133234.16,267842.77,2,2,0,2,1,0.5,1.985,1.2425,0.498629,1.983559,1.241094,0,2.48218758,2.485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1166",0,4.41,0.07,13.37,3,2,0,2,3,912.844919,1088.155081,1000.5,0.012606,1632.123724,666.999528,0,2000.998585,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1167",0,27285.64,2620.22,201480.33,7,4,0,4,4,0.045359,0.617573,0.274617,0,0.3,0.15629,0,1.094030959,1.09846778,7,314.6478186,270.7104527,0,1,3,0,3,0.01229,145.505479,62.929564,100,170.710453,135.355226,1,3
"1168",0,0,26153.11,130765.53,0,5,0,1,0,0.495,72.995,42.494,0,0,0,0,0,212.47,13,6411.542085,0,0,0,9,0,13,0,4249.4,493.195545,0,0,0,0,13
"1169",0,164.27,0,328.53,2,1,0,1,2,101,101,101,0.1,100.899016,50.499508,0,100.9990158,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1170",0,0,91.06,910557.38,0,9999,1,3441,0,0,0.1,2.4e-05,0,0,0,0,0,0.243389089,4,105.8888889,0,0,0,4,0,4,0,100,26.472222,0,0,0,0,4
"1171",0,0,0,82155.57,1,1,0,1,1,0.145868,0.145868,0.145868,0.145574,0.145574,0.145574,0,0.145574456,0.14586847,1,0.010987732,0,0,0,1,0,1,0.010988,0.010988,0.010988,0,0,0,0,1
"1172",0,20.13,28987.35,174024.75,5,6,0,1,1,0.128433,1.000203,0.854822,0.998492,1.127033,1.024606,0,5.12303042,5.128934664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1173",0,159.05,5.4,328.9,2,2,0,2,2,39.455397,61.544603,50.5,0.174486,100.824488,50.499487,0,100.9989738,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1174",0,507.61,7229.58,229577.68,25,30,0,2,1,0.000123,1.002856,0.957879,0.716106,3.00025,1.148398,0,28.70995907,28.73638021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1175",0,15.25,56640.69,453247.53,8,8,0,5,1,0.197,36.979672,9.209608,0.196663,36.978928,9.208998,0,73.67198722,73.67686781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1176",0,2.87,210.53,637.33,2,3,0,3,1,0.1,12.5,7.1,0.09938,21.19958,10.64948,0,21.29896,21.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1177",0,3876.19,7249.82,107886.43,11,9,0,8,4,0.089,24.56441,6.304369,0.005,39,4.314806,0,47.46286196,56.73932333,14,4544.127118,0,0,0,12,0,14,0,2977,324.580508,0,0,0,0,14
"1178",0,1269.9,1042.43,332669.75,51,257,0,1,44,0.012802,0.268727,0.135107,0.015151,3.745802,0.680401,0,34.70042686,34.72237186,4,211.0654855,0,0,0,4,0,4,0.065963,203.990405,52.766371,0,0,0,0,4
"1179",0,0,11564.34,1006097.62,0,87,1,4,0,0,19,3.142793,0,0,0,0,0,273.423,2,0.002,0,0,0,1,0,1,0.001,0.001,0.001,0,0,0,0,1
"1180",0,4142.32,27334.24,295716.05,12,9,0,5,6,0.03,7,1.157254,0,8.999389,0.866915,0,10.40297769,10.41528471,6,6798.666384,6798.666384,0,3,2,0,2,49.124568,6749.541817,3399.333192,49.124568,4250,1699.666596,2,2
"1181",0,164.01,1.23,330.47,2,2,0,2,2,49.358545,51.641455,50.5,0.006351,100.992664,50.499508,0,100.9990158,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1182",0,25852.19,2994.35,288458.97,10,10,0,5,5,0.12,300,72.771899,0.11958,299.99958,79.87127,0,798.7126989,727.7189891,7,3297.089542,0,0,0,7,0,7,1,1420,471.012792,0,0,0,0,7
"1183",0,1.47,0.51,6.9,4,2,0,2,4,555.519956,1445.480044,1000.5,0.001078,1563.212697,500.249528,0,2000.998113,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1184",0,34793.92,0,278351.38,8,0,0,0,4,0,0,0,0,0.007123,0.001008,0,0.00806646,0,10,5.84e-09,5.84e-09,0,1,1,0,1,0,0,0,0,0,0,1,1
"1185",0,21.52,0,64.57,3,1,0,1,3,101,101,101,0.99,53.846951,33.666149,0,100.998446,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1186",0,1.88,0,5.65,3,2,0,2,3,100.908512,1900.091488,1000.5,0.005,1488.594101,666.999528,0,2000.998585,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1187",0,0,3882.21,112584.17,0,29,1,2,0,0,122.36,55.688793,0,0,0,0,0,1614.975,2,606.0148049,0,0,0,2,0,2,6.014805,600,303.007402,0,0,0,0,2
"1188",0,126.91,2324.16,962892.12,390,393,0,7,3,0.153485,127.920291,1.461288,0.00958,127.919871,1.472109,0,574.1225346,574.2863556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1189",0,40824.57,0,163298.27,4,0,0,0,3,0,0,0,0,0.007123,0.001781,0,0.00712304,0,3,5.95e-10,5.95e-10,0,1,1,0,1,0,0,0,0,0,0,1,1
"1190",0,0,0,284789.62,1,1,0,1,1,6.704341,6.704341,6.704341,6.703921,6.703921,6.703921,0,6.70392091,6.70434091,6,729.6976118,0,0,0,5,0,6,0,593.396058,121.616269,0,0,0,0,6
"1191",0,0,22.43,224262.65,0,9999,1,321,0,0,750,0.618268,0,0,0,0,0,6182.058684,21,42419.46563,0,0,0,16,0,20,0,19000,2019.974554,0,0,0,0,20
"1192",0,0,2389.1,291470.43,0,122,1,3,0,0,0.519099,0.215652,0,0,0,0,0,26.30955478,4,2.877150036,0,0,0,4,0,4,0,2.345249,0.719288,0,0,0,0,4
"1193",0,71368.89,29524.85,789944.23,9,5,0,1,5,0.1,200,64.099002,0.206786,100,35.610066,0,320.4905968,320.49501,5,3.618434277,0,0,0,4,0,5,0,2.096223,0.723687,0,0,0,0,5
"1194",0,1915.27,2766.16,655650.78,299,30,0,14,78,0.126856,111.118539,19.563769,0,80,2.449361,0,732.3590528,586.9130601,118,2200764.613,1846207.7,0,27,31,0,33,0,1000350,37301.09514,0,5e+05,31291.65593,18,33
"1195",0,113.06,2677.31,401812.97,144,144,0,2,3,0.200116,1.040161,0.23435,0.199696,1.039741,0.23393,0,33.6858909,33.74639191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1196",0,2229.96,13369.46,398884.75,17,27,0,1,2,0.061499,0.116478,0.101103,0.065175,0.744969,0.160069,0,2.72117124,2.72978225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1197",0,4211.31,40017.95,478078.32,28,9,0,7,12,0.015,1,0.310382,0,1.231404,0.090847,0,2.54371703,2.79344133,4,465,0,0,0,3,0,4,0,365,116.25,0,0,0,0,4
"1198",0,31302.04,31174.66,406162.23,7,6,0,4,3,2.998791,95.231442,28.012415,0,0.5,0.144543,0,1.0118024,168.0744892,18,21202.57504,0,0,0,14,0,17,0,16888,1177.920836,0,0,0,0,17
"1199",0,1405.62,11709.93,246394.77,42,16,0,6,24,0.00154,10.23932,1.232348,0,10.239878,0.472794,0,19.85735454,19.71757345,29,7061.799518,7060.799518,0,6,11,0,13,0,6950,441.36247,0,5500,543.138424,10,13
"1200",0,953.88,1999.2,1290177.45,116,590,0,4,10,0.010048,4.983379,0.251807,0,10.157095,1.288711,0,149.4904358,148.5659374,5,12967.2939,0,0,0,2,0,4,0,6600,2593.458781,0,0,0,0,4
"1201",0,0,2416.77,4833.53,0,2,1,1,0,0.545,2.045949,1.295474,0,0,0,0,0,2.5909487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1202",0,3.62,0,10.87,3,2,0,2,3,483.534561,1517.465439,1000.5,0.753976,1940.377004,666.999528,0,2000.998585,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1203",0,5718.77,8471.74,797847.33,61,53,0,1,38,1,199,27.169528,0,330.941999,30.769222,0,1876.922571,1439.985,49,121981505.1,121977453.8,0,8,27,0,34,0,70062125.5,3388375.142,0,50430716.48,9382881.063,10,34
"1204",0,17.3,0,51.9,3,1,0,1,3,101,101,101,25,40.50131,33.665988,0,100.9979647,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1205",0,16.92,0,50.75,3,1,0,1,3,101,101,101,0.99895,54.136452,33.666149,0,100.998446,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1206",0,9.81,9864.92,335740.87,34,34,0,3,1,0.108,40,7.577323,0.103769,39.999195,7.575679,0,257.5730988,257.6289828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1207",0,63087.18,287.58,189836.72,3,2,0,1,1,0.095,0.195,0.145,0.000366,0.287704,0.096165,0,0.288496201,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1208",0,2,0,7.98,4,2,0,2,4,511.528899,1489.471101,1000.5,0.001078,1475.019961,500.249528,0,2000.998113,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1209",0,4.17,5130.87,30810.22,6,6,0,2,6,0.005,13.28167,3.224342,0.004522,13.28125,3.223885,0,19.34331103,19.34605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1210",0,0,0,55.78,1,1,0,1,1,20.009559,20.009559,20.009559,20.008512,20.008512,20.008512,0,20.00851204,20.009559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1211",0,0,22678.02,226780.17,0,10,1,2,0,0,324.025,38.1085,0,0,0,0,0,381.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1212",0,1237.6,3436.98,1067461.27,124,266,0,33,57,0.000694,51.931598,1.520553,0,40,3.628974,0,449.9927809,404.4669764,144,2358909.331,426788.016,0,18,69,0,74,0,720828,20875.30382,0,101250,13767.35536,16,74
"1213",0,6076.93,12888.73,485362.43,12,32,0,7,7,0.002,5.045,1.223311,0,15.30408,5.700593,0,68.40711283,39.145937,11,5931.426613,4000,0,1,9,0,9,0,4000,593.142661,4000,4000,4000,1,9
"1214",0,0,6237.1,274432.57,0,44,1,2,0,0,1.172264,0.958275,0,0,0,0,0,42.16410715,2,0.611814113,0,0,0,2,0,2,0.076174,0.53564,0.305907,0,0,0,0,2
"1215",0,5.06,1768.96,54128.18,9998,2,0,2,211,2,100,51,0.095013,14.971483,2.596055,0,25955.35742,102,7,624.1702267,319.1177249,0,1,6,0,6,0,319.117725,104.028371,319.117725,319.117725,319.117725,1,6
"1216",0,1.98,8788.53,35162.07,4,4,0,2,4,0.891016,7.253004,2.613418,0.890545,7.252563,2.612966,0,10.45186462,10.45367001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1217",0,107.51,0.29,323.1,3,2,0,2,2,41.709633,59.290367,50.5,6.954,53.858295,33.666157,0,100.9984698,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1218",0,19.72,0,59.15,3,1,0,1,3,101,101,101,11.465655,45.38084,33.666149,0,100.998446,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1219",0,2.19,5034.48,20146.68,4,4,0,3,1,0.1,20,7.549477,0.09915,19.999283,7.548828,0,30.19531357,30.19790619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1220",0,164.78,0.21,329.98,2,2,0,2,2,26.66629,74.33371,50.5,0.75,100.248974,50.499487,0,100.9989738,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1221",0,3.76,0,11.28,3,2,0,2,3,918.894883,1082.105117,1000.5,7,1589.337045,666.99939,0,2000.998169,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1222",0,3.64,13706.36,1137929.62,83,83,0,1,1,0.2,3,0.997229,0.199349,2.99904,0.996562,0,82.71468083,82.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
